i,gravid,classe
4.667353,35.6856,2
4.773039,35.6856,2
-8.698303,35.6856,2
-4.395341,35.6856,2
-4.421942,35.6856,2
0.0,35.6856,2
-4.397278,35.6856,2
4.733943,35.6856,2
-8.723702,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
4.666667,35.6856,2
4.443272,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
0.0,35.6856,2
-4.333333,35.6856,2
8.631714,35.6856,2
4.807981,35.6856,2
-8.465044,35.6856,2
-0.0,35.6856,2
-8.656889,35.6856,2
-4.333333,35.6856,2
8.733333,42.2962,2
8.733333,35.6856,2
4.666667,35.6856,2
-8.712788,35.6856,2
-4.390138,35.6856,2
4.712156,35.6856,2
8.733333,35.6856,2
-4.333333,35.6856,2
0.0,35.6856,2
-5.287506,35.6856,2
4.733317,35.6856,2
4.65034,35.6856,2
4.729755,35.6856,2
4.686898,35.6856,2
4.675953,35.6856,2
1.986337,35.6856,2
8.691939,35.6856,2
-4.353895,35.6856,2
3.917318,35.6856,2
-4.432139,35.6856,2
4.788694,35.6856,2
-0.0,35.6856,2
5.730405,35.6856,2
-8.646687,35.6856,2
8.733333,35.6856,2
8.591082,35.6856,2
4.666667,35.6856,2
-0.0,35.6856,2
-0.0,35.6856,2
2.783609,35.6856,2
4.666667,35.6856,2
4.666667,35.6856,2
8.622516,35.6856,2
7.138067,35.6856,2
4.722442,35.6856,2
4.842267,35.6856,2
8.733333,35.6856,2
-0.0,35.6856,2
4.702901,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
-0.0,35.6856,2
4.637416,35.6856,2
3.652608,35.6856,2
-4.367224,35.6856,2
2.39923,35.6856,2
-0.0,35.6856,2
-5.18921,35.6856,2
8.480898,35.6856,2
-4.35739,35.6856,2
-4.387815,35.6856,2
-8.685328,35.6856,2
-8.518058,35.6856,2
3.545085,35.6856,2
3.112274,35.6856,2
8.733333,35.6856,2
-0.0,35.6856,2
0.0,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
1.275113,35.6856,2
-4.333333,35.6856,2
-4.906569,35.6856,2
4.250577,35.6856,2
4.666667,35.6856,2
-4.417639,35.6856,2
2.79186,35.6856,2
6.763737,35.6856,2
-4.37879,35.6856,2
0.0,35.6856,2
2.014211,35.6856,2
-0.605884,35.6856,2
-0.0,35.6856,2
-0.0,35.6856,2
-4.333333,35.6856,2
-4.417692,35.6856,2
8.474022,35.6856,2
-4.333333,35.6856,2
8.709013,35.6856,2
8.386298,35.6856,2
4.666667,35.6856,2
4.004306,35.6856,2
-4.393473,44.2215,2
4.093703,35.6856,2
8.733333,35.6856,2
2.501977,35.6856,2
-0.0,35.6856,2
-4.387274,35.6856,2
4.666667,35.6856,2
-0.0,35.6856,2
4.994528,35.6856,2
4.791327,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
-4.333333,35.6856,2
8.733333,35.6856,2
8.682577,35.6856,2
8.725645,35.6856,2
-4.37518,35.6856,2
-4.417573,35.6856,2
4.667477,35.6856,2
5.01192,35.6856,2
-4.336434,35.6856,2
7.517348,35.6856,2
-4.333333,35.6856,2
4.743951,35.6856,2
-0.0,35.6856,2
8.621426,35.6856,2
7.034624,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
4.666999,35.6856,2
5.963657,35.6856,2
-4.415092,35.6856,2
-4.333333,35.6856,2
4.891346,35.6856,2
-0.0,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
4.670331,35.6856,2
4.677275,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
4.667368,35.6856,2
-4.349674,35.6856,2
0.0,35.6856,2
8.733333,35.6856,2
0.0,35.6856,2
4.034649,35.6856,2
-6.656512,35.6856,2
8.733333,35.6856,2
6.865588,35.6856,2
-0.0,35.6856,2
-0.0,35.6856,2
-8.73195,35.6856,2
2.363371,35.6856,2
-6.448771,35.6856,2
-4.333333,35.6856,2
4.18135,35.6856,2
-4.867694,35.6856,2
8.499824,35.6856,2
8.733333,35.6856,2
7.62125,35.6856,2
-4.335593,35.6856,2
4.75852,35.6856,2
2.524395,35.6856,2
8.733333,35.6856,2
4.733045,35.6856,2
8.733333,35.6856,2
4.672405,35.6856,2
4.701824,35.6856,2
8.733333,35.6856,2
-5.696687,35.6856,2
-4.392733,35.6856,2
-4.344476,35.6856,2
4.804777,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
-4.333333,35.6856,2
4.352674,35.6856,2
4.675625,35.6856,2
-0.0,35.6856,2
-0.0,35.6856,2
-0.0,35.6856,2
-1.951158,35.6856,2
3.281526,35.6856,2
0.0,35.6856,2
8.733333,35.6856,2
-4.349131,35.6856,2
0.0,35.6856,2
-0.0,35.6856,2
-8.61573,35.6856,2
3.670288,35.6856,2
-0.0,35.6856,2
8.558065,35.6856,2
8.733333,35.6856,2
-5.603341,35.6856,2
8.723248,35.6856,2
-4.064259,35.6856,2
2.595292,35.6856,2
-0.0,35.6856,2
8.589238,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
-1.716641,35.6856,2
6.107471,35.6856,2
4.776906,35.6856,2
4.666667,35.6856,2
5.925301,35.6856,2
1.620369,35.6856,2
-8.382377,35.6856,2
-4.396324,35.6856,2
8.733333,35.6856,2
-5.031883,35.6856,2
-4.674273,35.6856,2
4.666667,35.6856,2
8.733333,35.6856,2
0.492529,35.6856,2
-4.354706,35.6856,2
4.791359,35.6856,2
3.000849,35.6856,2
8.733333,35.6856,2
-4.777244,35.6856,2
8.579988,35.6856,2
4.723325,35.6856,2
4.834722,35.6856,2
-5.111084,35.6856,2
4.70982,35.6856,2
4.666667,35.6856,2
-4.333333,35.6856,2
-0.0,35.6856,2
-6.161352,35.6856,2
-0.0,35.6856,2
4.666667,35.6856,2
-8.42478,35.6856,2
-1.960906,35.6856,2
4.676667,35.6856,2
-4.420571,35.6856,2
8.730939,35.6856,2
8.733333,35.6856,2
8.377364,35.6856,2
4.681225,35.6856,2
-0.0,35.6856,2
-4.482836,35.6856,2
8.733333,35.6856,2
8.413782,35.6856,2
8.733333,35.6856,2
-4.416725,35.6856,2
1.577709,35.6856,2
0.0,35.6856,2
4.715908,35.6856,2
3.22053,35.6856,2
-4.372221,35.6856,2
-4.347558,35.6856,2
-0.0,35.6856,2
-4.333333,35.6856,2
3.050561,35.6856,2
2.815608,35.6856,2
3.288762,35.6856,2
6.032546,35.6856,2
4.71004,35.6856,2
-4.333333,35.6856,2
-4.333333,35.6856,2
-0.536981,35.6856,2
4.666667,35.6856,2
4.745742,35.6856,2
4.757336,35.6856,2
8.733333,35.6856,2
7.285944,35.6856,2
8.721569,35.6856,2
4.062598,35.6856,2
4.050457,35.6856,2
-4.333333,35.6856,2
4.671083,35.6856,2
8.619239,35.6856,2
4.719939,35.6856,2
-4.418622,35.6856,2
-4.422291,35.6856,2
0.0,35.6856,2
0.079954,35.6856,2
2.081497,35.6856,2
-0.0,35.6856,2
4.669901,35.6856,2
8.584883,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
1.79602,35.6856,2
8.733333,35.6856,2
-4.639987,35.6856,2
4.852647,35.6856,2
-2.233876,35.6856,2
4.830309,35.6856,2
3.270827,35.6856,2
0.0,35.6856,2
-8.412624,35.6856,2
-5.148949,35.6856,2
4.786111,35.6856,2
8.636642,35.6856,2
4.682901,35.6856,2
8.633916,35.6856,2
4.895781,35.6856,2
-4.333333,35.6856,2
2.001843,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
-7.778053,35.6856,2
4.667511,35.6856,2
4.71793,35.6856,2
4.683595,35.6856,2
6.766857,35.6856,2
3.868413,35.6856,2
6.547685,35.6856,2
3.530519,35.6856,2
-5.282645,35.6856,2
-4.411207,35.6856,2
7.562424,35.6856,2
4.666667,35.6856,2
-4.336197,35.6856,2
-0.0,35.6856,2
4.668752,35.6856,2
0.0,35.6856,2
8.721317,35.6856,2
-4.397472,35.6856,2
8.733333,35.6856,2
-3.234153,35.6856,2
8.510094,35.6856,2
-4.635121,35.6856,2
0.0,35.6856,2
-4.389649,35.6856,2
-0.0,35.6856,2
2.641717,35.6856,2
1.728376,35.6856,2
0.0,35.6856,2
4.722727,35.6856,2
4.729413,35.6856,2
4.99106,35.6856,2
3.376501,35.6856,2
8.733333,35.6856,2
-4.410545,35.6856,2
6.63283,35.6856,2
-4.392056,35.6856,2
-5.177616,35.6856,2
4.6687,35.6856,2
0.116722,35.6856,2
4.669085,35.6856,2
4.765516,35.6856,2
8.536434,35.6856,2
-0.0,35.6856,2
4.765725,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
-4.411708,35.6856,2
3.5502,35.6856,2
4.666667,35.6856,2
4.666667,35.6856,2
8.6821,35.6856,2
-8.370873,35.6856,2
-0.9085,35.6856,2
-5.244402,35.6856,2
8.733333,35.6856,2
4.724795,35.6856,2
-0.0,35.6856,2
4.711523,35.6856,2
-0.0,35.6856,2
4.728601,35.6856,2
-0.0,35.6856,2
7.502121,35.6856,2
4.666667,35.6856,2
8.733333,35.6856,2
0.0,35.6856,2
-8.703394,35.6856,2
-4.870699,35.6856,2
-5.909374,35.6856,2
-0.0,35.6856,2
4.67792,35.6856,2
4.773315,35.6856,2
8.531563,35.6856,2
4.624736,35.6856,2
8.554259,35.6856,2
8.504368,35.6856,2
8.733333,35.6856,2
-4.355487,35.6856,2
-8.654622,35.6856,2
5.815418,35.6856,2
-4.333333,35.6856,2
4.666667,35.6856,2
4.666667,35.6856,2
8.733333,35.6856,2
0.355215,35.6856,2
-0.0,35.6856,2
3.463936,35.6856,2
8.70998,35.6856,2
4.666667,35.6856,2
-0.0,35.6856,2
-4.734839,35.6856,2
4.666667,35.6856,2
-4.417626,35.6856,2
-4.333333,35.6856,2
5.569639,35.6856,2
-4.397425,35.6856,2
4.685608,35.6856,2
3.233953,35.6856,2
2.776518,35.6856,2
8.701368,35.6856,2
4.793094,35.6856,2
5.140864,35.6856,2
3.627503,35.6856,2
4.685739,35.6856,2
-4.333333,35.6856,2
-0.137181,35.6856,2
2.448529,35.6856,2
-2.722935,35.6856,2
-4.359432,35.6856,2
8.733333,35.6856,2
4.706711,35.6856,2
8.733333,35.6856,2
1.937137,35.6856,2
8.52406,35.6856,2
4.787367,35.6856,2
8.733333,35.6856,2
6.758541,35.6856,2
4.842553,35.6856,2
-4.376861,35.6856,2
8.701973,35.6856,2
8.644059,35.6856,2
2.711346,35.6856,2
4.822126,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
8.521278,35.6856,2
-4.51537,35.6856,2
8.733333,53.822,2
8.73061,35.6856,2
4.666667,35.6856,2
8.711285,35.6856,2
4.378422,35.6856,2
-4.336864,35.6856,2
-8.610538,35.6856,2
-0.0,35.6856,2
8.665712,35.6856,2
8.717783,35.6856,2
8.699782,35.6856,2
3.604117,35.6856,2
-0.0,35.6856,2
-8.68709,35.6856,2
-4.333526,35.6856,2
-4.945253,35.6856,2
4.980457,35.6856,2
4.666667,35.6856,2
-4.354355,35.6856,2
4.666667,35.6856,2
-4.743557,35.6856,2
-4.379355,35.6856,2
8.733333,35.6856,2
4.666667,35.6856,2
8.733333,35.6856,2
5.839837,35.6856,2
4.691179,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
-5.332482,35.6856,2
8.733333,35.6856,2
4.018507,35.6856,2
8.733333,35.6856,2
4.666667,35.6856,2
4.666667,35.6856,2
8.733333,35.6856,2
-8.517411,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
4.666667,35.6856,2
8.733333,35.6856,2
8.72059,35.6856,2
4.666667,35.6856,2
-4.419355,35.6856,2
2.493351,35.6856,2
-4.333333,35.6856,2
4.687919,35.6856,2
-0.0,35.6856,2
8.32336,35.6856,2
8.733333,35.6856,2
8.675775,35.6856,2
8.52315,35.6856,2
2.477236,35.6856,2
8.726127,35.6856,2
-0.0,35.6856,2
-8.54061,35.6856,2
-8.675631,35.6856,2
8.733333,35.6856,2
-0.0,35.6856,2
8.684249,35.6856,2
-5.48848,35.6856,2
4.666667,35.6856,2
4.698563,35.6856,2
-4.333333,35.6856,2
4.674168,35.6856,2
4.755466,35.6856,2
0.0,35.6856,2
4.666667,35.6856,2
-4.355724,35.6856,2
0.0,35.6856,2
-4.368454,35.6856,2
-5.36467,35.6856,2
-4.353981,35.6856,2
-8.719999,35.6856,2
4.703766,35.6856,2
0.229323,35.6856,2
4.666667,35.6856,2
5.7485,35.6856,2
-0.0,35.6856,2
4.688367,35.6856,2
2.164438,35.6856,2
0.0,35.6856,2
3.75417,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
-2.725191,35.6856,2
-4.367753,35.6856,2
4.666667,35.6856,2
-0.0,35.6856,2
-0.0,35.6856,2
-4.370196,35.6856,2
8.733333,35.6856,2
-4.333333,35.6856,2
-4.574291,35.6856,2
-5.302525,35.6856,2
0.0,35.6856,2
4.68104,35.6856,2
4.679965,35.6856,2
-8.732919,35.6856,2
8.733333,35.6856,2
4.730286,35.6856,2
8.723304,35.6856,2
-5.331537,35.6856,2
8.733333,35.6856,2
8.525178,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
8.672293,35.6856,2
4.666667,35.6856,2
-4.346884,35.6856,2
-0.0,35.6856,2
-4.333378,35.6856,2
0.0,35.6856,2
8.733333,35.6856,2
-1.726339,35.6856,2
1.914841,35.6856,2
-0.016533,35.6856,2
4.669989,35.6856,2
4.730963,35.6856,2
-4.369151,35.6856,2
8.733333,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
3.758899,35.6856,2
4.680585,35.6856,2
-8.727744,35.6856,2
-4.415785,35.6856,2
4.767856,35.6856,2
4.469741,35.6856,2
8.733333,35.6856,2
0.0,35.6856,2
8.683822,35.6856,2
4.666667,35.6856,2
6.474937,35.6856,2
8.733333,35.6856,2
-2.707102,35.6856,2
4.740113,35.6856,2
4.477342,35.6856,2
8.526833,35.6856,2
8.420115,35.6856,2
-8.712847,35.6856,2
-4.347182,35.6856,2
4.741167,35.6856,2
-4.333333,35.6856,2
0.050657,35.6856,2
-0.0,35.6856,2
-4.345773,35.6856,2
-4.368112,35.6856,2
8.729049,35.6856,2
2.124804,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
-4.333333,35.6856,2
8.686812,35.6856,2
8.728002,35.6856,2
0.865755,35.6856,2
-4.350447,35.6856,2
4.666667,42.3106,2
-0.653918,35.6856,2
-4.545721,35.6856,2
-4.370866,35.6856,2
8.727794,35.6856,2
-4.344304,35.6856,2
-4.397203,35.6856,2
-4.333333,35.6856,2
4.686532,35.6856,2
-8.706687,35.6856,2
8.733333,35.6856,2
-8.620025,35.6856,2
0.0,35.6856,2
-1.400579,35.6856,2
-0.0,35.6856,2
-4.413649,35.6856,2
8.703985,35.6856,2
4.568099,35.6856,2
2.077986,35.6856,2
-4.333333,35.6856,2
0.969989,35.6856,2
-4.361866,35.6856,2
4.666667,35.6856,2
8.553512,35.6856,2
2.300057,35.6856,2
-4.333333,35.6856,2
0.0,35.6856,2
8.605262,35.6856,2
8.733333,35.6856,2
2.491171,35.6856,2
-5.959927,35.6856,2
8.408434,35.6856,2
4.670098,35.6856,2
-1.802631,35.6856,2
7.957018,35.6856,2
-4.333333,35.6856,2
-4.453081,41.9355,2
4.786714,35.6856,2
4.667361,35.6856,2
4.666667,35.6856,2
4.550989,35.6856,2
6.497053,35.6856,2
6.095787,35.6856,2
1.109139,35.6856,2
4.528105,35.6856,2
4.666667,35.6856,2
0.0,35.6856,2
-4.416461,35.6856,2
8.631082,35.6856,2
-0.0,35.6856,2
-0.0,35.6856,2
4.765016,35.6856,2
-4.338274,35.6856,2
-4.392208,35.6856,2
-0.0,35.6856,2
4.666667,35.6856,2
8.733333,35.6856,2
8.146651,35.6856,2
4.732385,35.6856,2
0.0,35.6856,2
-4.333333,35.6856,2
0.0,35.6856,2
8.127806,35.6856,2
8.733333,35.6856,2
2.40472,35.6856,2
-4.333333,35.6856,2
7.646156,35.6856,2
-4.333333,35.6856,2
-4.352435,35.6856,2
4.71439,35.6856,2
-0.239211,35.6856,2
4.744092,35.6856,2
5.013091,35.6856,2
-0.0,35.6856,2
4.747962,35.6856,2
-4.3902,35.6856,2
8.730387,35.6856,2
8.706483,35.6856,2
8.733333,35.6856,2
-4.353756,35.6856,2
0.0,35.6856,2
4.792591,35.6856,2
5.204478,35.6856,2
4.223872,35.6856,2
7.357431,35.6856,2
4.783595,35.6856,2
-4.365975,35.6856,2
-4.333333,35.6856,2
8.553783,35.6856,2
-4.36572,35.6856,2
-0.0,35.6856,2
4.672955,35.6856,2
-4.385592,35.6856,2
2.19341,35.6856,2
-0.0,35.6856,2
-4.336012,35.6856,2
5.988436,35.6856,2
-6.401118,35.6856,2
1.770975,35.6856,2
-6.94631,35.6856,2
4.666667,35.6856,2
-4.333333,35.6856,2
3.729218,35.6856,2
-4.354487,35.6856,2
-4.333333,41.3787,2
6.536246,35.6856,2
1.520522,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
4.701628,35.6856,2
5.72369,35.6856,2
8.586521,35.6856,2
-0.0,35.6856,2
4.748515,35.6856,2
-4.333333,35.6856,2
8.733333,35.6856,2
-4.352803,35.6856,2
-5.934283,35.6856,2
7.70156,35.6856,2
-0.0,35.6856,2
8.522393,35.6856,2
1.732333,35.6856,2
-4.516216,41.6855,2
-4.339211,35.6856,2
1.172714,35.6856,2
1.734646,35.6856,2
-0.0,35.6856,2
2.445311,35.6856,2
0.0,35.6856,2
3.424902,35.6856,2
7.246051,35.6856,2
3.312771,35.6856,2
0.0,35.6856,2
-6.413038,35.6856,2
-4.397537,35.6856,2
-4.333333,35.6856,2
-0.0,35.6856,2
4.748715,35.6856,2
4.313248,35.6856,2
4.666667,35.6856,2
-4.333333,35.6856,2
4.697466,35.6856,2
0.0,35.6856,2
-4.375013,35.6856,2
-4.855299,35.6856,2
-8.719323,35.6856,2
-4.402496,35.6856,2
-4.367807,35.6856,2
-1.000419,35.6856,2
2.497192,35.6856,2
-4.375153,35.6856,2
-4.406138,35.6856,2
8.733333,35.6856,2
6.241319,35.6856,2
-0.0,35.6856,2
-5.529458,35.6856,2
-4.37043,35.6856,2
-5.541857,35.6856,2
8.56748,35.6856,2
6.461681,35.6856,2
2.890267,35.6856,2
3.267867,35.6856,2
-4.397212,35.6856,2
4.683222,35.6856,2
8.733333,35.6856,2
-8.685885,35.6856,2
-8.400645,35.6856,2
4.787343,35.6856,2
-4.370065,35.6856,2
2.440458,35.6856,2
4.771552,35.6856,2
8.733333,35.6856,2
4.41325,35.6856,2
4.680631,35.6856,2
-4.336719,35.6856,2
4.833503,35.6856,2
-4.827477,35.6856,2
5.227676,35.6856,2
8.733333,52.9338,2
-0.0,35.6856,2
5.225349,35.6856,2
-1.992931,35.6856,2
4.666667,35.6856,2
8.527379,35.6856,2
-0.0,35.6856,2
4.667459,35.6856,2
-1.464395,35.6856,2
4.6735,35.6856,2
4.721766,35.6856,2
1.644717,35.6856,2
3.132233,35.6856,2
8.703811,35.6856,2
1.538505,35.6856,2
2.772567,35.6856,2
-8.732816,35.6856,2
-6.914002,35.6856,2
-2.578202,35.6856,2
3.536937,35.6856,2
1.966277,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
4.669593,35.6856,2
-8.469894,35.6856,2
8.527456,35.6856,2
5.263816,35.6856,2
8.712879,35.6856,2
4.808176,35.6856,2
-4.333333,35.6856,2
5.072685,35.6856,2
-0.0,35.6856,2
-4.370531,35.6856,2
-4.405095,35.6856,2
8.733333,35.6856,2
-4.417021,35.6856,2
-4.339919,35.6856,2
4.775978,35.6856,2
8.733333,35.6856,2
4.402142,35.6856,2
3.909971,35.6856,2
-4.336424,35.6856,2
8.733333,35.6856,2
-0.0,35.6856,2
5.012096,35.6856,2
-4.336127,35.6856,2
8.733333,35.6856,2
5.25182,35.6856,2
-4.333333,35.6856,2
4.666667,35.6856,2
-0.410024,35.6856,2
-0.0,35.6856,2
-0.0,35.6856,2
4.141303,35.6856,2
-4.518343,35.6856,2
-4.41054,35.6856,2
0.0,35.6856,2
8.733333,35.6856,2
4.743802,35.6856,2
8.666451,35.6856,2
-4.339888,35.6856,2
8.704175,36.7132,2
8.720471,35.6856,2
4.667303,35.6856,2
-0.0,35.6856,2
0.0,35.6856,2
8.640976,35.6856,2
-4.385274,35.6856,2
-4.844642,35.6856,2
5.537291,35.6856,2
4.821195,47.373,2
4.075697,35.6856,2
4.717357,35.6856,2
4.366065,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
3.530669,35.6856,2
8.733333,35.6856,2
6.477214,35.6856,2
8.580285,35.6856,2
4.666667,35.6856,2
4.704716,35.6856,2
8.733333,35.6856,2
4.034701,35.6856,2
-4.825803,35.6856,2
8.733333,35.6856,2
4.696591,35.6856,2
4.720541,35.6856,2
8.733333,35.6856,2
-5.289372,35.6856,2
4.740817,35.6856,2
3.664319,35.6856,2
4.814975,50.0741,2
-4.334016,35.6856,2
-4.333333,35.6856,2
4.7248,48.7163,2
-4.35038,35.6856,2
7.920498,35.6856,2
-0.0,35.6856,2
8.474022,35.6856,2
4.744627,35.6856,2
0.206518,35.6856,2
0.0,35.6856,2
8.733333,35.6856,2
-5.103789,35.6856,2
8.733333,35.6856,2
-4.379948,35.6856,2
-0.0,35.6856,2
-5.598802,35.6856,2
4.713074,35.6856,2
-5.050004,35.6856,2
0.0,35.6856,2
7.685778,35.6856,2
4.691494,35.6856,2
4.220726,35.6856,2
4.82585,35.6856,2
4.690034,40.3942,2
-4.763828,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
4.89471,35.6856,2
8.648543,35.6856,2
2.385467,35.6856,2
4.676866,35.6856,2
4.666667,46.253,2
4.221456,35.6856,2
-3.297136,35.6856,2
-4.40392,35.6856,2
3.546065,35.6856,2
-4.384209,35.6856,2
8.733333,35.6856,2
8.733333,42.2289,2
-4.540118,35.6856,2
-0.0,35.6856,2
0.0,35.6856,2
8.465988,35.6856,2
8.733333,35.6856,2
-8.705692,35.6856,2
8.733333,35.6856,2
-4.334843,35.6856,2
5.157134,35.6856,2
8.659327,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
4.687889,35.6856,2
-4.33367,35.6856,2
-4.38164,35.6856,2
0.0,35.6856,2
-4.392198,35.6856,2
-8.682543,35.6856,2
4.675984,35.6856,2
8.733333,35.6856,2
4.717767,35.6856,2
4.749955,35.6856,2
8.733333,35.6856,2
8.733333,35.6856,2
4.927121,35.6856,2
8.642903,35.6856,2
8.498691,35.6856,2
4.668355,35.6856,2
-0.0,35.6856,2
0.0,35.6856,2
1.912321,35.6856,2
2.739495,35.6856,2
-0.0,35.6856,2
4.74739,35.6856,2
-0.0,35.6856,2
8.652341,35.6856,2
-0.0,35.6856,2
2.491958,35.6856,2
4.666667,35.6856,2
4.666667,35.6856,2
-4.347286,35.6856,2
7.381007,35.6856,2
8.733333,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
-0.0,35.6856,2
8.733333,35.6856,2
4.671784,35.6856,2
-0.0,35.6856,2
-4.375305,35.6856,2
0.0,35.6856,2
2.962356,35.6856,2
7.951461,35.6856,2
6.108344,35.6856,2
5.665673,35.6856,2
-4.333333,35.6856,2
8.719054,35.6856,2
8.733333,35.6856,2
8.543583,35.6856,2
-4.333333,35.6856,2
4.844081,35.6856,2
3.639339,35.6856,2
6.058307,35.6856,2
-4.380484,35.6856,2
-3.228793,35.6856,2
4.849004,35.6856,2
4.666667,35.6856,2
4.684866,35.6856,2
-5.317242,35.6856,2
-6.464396,35.6856,2
8.733333,35.6856,2
8.499737,35.6856,2
8.733333,35.6856,2
0.0,35.6856,2
-4.349403,35.6856,2
0.0,35.6856,2
4.666667,35.6856,2
-4.356087,35.6856,2
8.733333,35.6856,2
0.0,35.6856,2
0.0,35.6856,2
4.666667,35.6856,2
8.559485,35.6856,2
-0.846382,35.6856,2
-4.347683,35.6856,2
4.671281,35.6856,2
-5.01904,35.6856,2
4.666667,35.6856,2
8.733333,35.6856,2
0.454611,35.6856,2
-4.333333,35.6856,2
4.804996,35.6856,2
-8.654477,35.6856,2
4.666978,35.6856,2
2.314865,35.6856,2
8.716585,35.6856,2
