i,gravid,classe
8.579988,14.8146,1
4.723325,14.6917,1
4.834722,14.6805,1
-5.111084,14.6989,1
4.70982,19.3189,1
4.666667,14.6989,1
-4.333333,14.5051,1
-0.0,34.8069,2
-6.161352,19.5399,1
-0.0,15.2924,1
4.666667,17.7466,1
-8.42478,17.4984,1
-1.960906,16.8277,1
4.676667,16.8912,1
-4.420571,19.5399,1
8.730939,14.8146,1
8.733333,36.8923,2
8.377364,17.2268,1
4.681225,14.6796,1
-0.0,15.0322,1
-4.482836,14.6796,1
8.733333,14.8146,1
8.413782,36.8923,2
8.733333,14.6971,1
-4.416725,17.4984,1
1.577709,14.8146,1
0.0,14.5682,1
4.715908,14.8375,1
3.22053,14.6805,1
-4.372221,14.6796,1
-4.347558,16.7654,1
-0.0,17.4984,1
-4.333333,21.839,1
3.050561,19.5399,1
2.815608,14.8375,1
3.288762,19.5399,1
6.032546,38.3703,2
4.71004,19.5399,1
-4.333333,15.4895,1
-4.333333,14.6805,1
-0.536981,14.8375,1
4.666667,14.8434,1
4.745742,19.3189,1
4.757336,14.8375,1
8.733333,14.5051,1
7.285944,37.8734,2
8.721569,15.0376,1
4.062598,14.6989,1
4.050457,17.4984,1
-4.333333,14.8375,1
4.671083,16.7654,1
8.619239,37.7854,2
4.719939,16.8277,1
-4.418622,14.6917,1
-4.422291,14.8434,1
0.0,19.3189,1
0.079954,19.3189,1
2.081497,19.5399,1
-0.0,14.6989,1
4.669901,16.7654,1
8.584883,37.8471,2
-0.0,14.8375,1
8.733333,14.8375,1
1.79602,14.5013,1
8.733333,37.3252,2
-4.639987,14.5051,1
4.852647,14.6805,1
-2.233876,14.5013,1
4.830309,14.6796,1
3.270827,16.7654,1
0.0,17.7466,1
-8.412624,14.6849,1
-5.148949,19.3189,1
4.786111,17.4984,1
8.636642,19.3189,1
4.682901,15.0367,1
8.633916,37.8471,2
4.895781,16.7654,1
-4.333333,17.4984,1
2.001843,14.8375,1
-0.0,14.8375,1
8.733333,15.4895,1
-7.778053,19.3189,1
4.667511,19.3189,1
4.71793,14.8375,1
4.683595,17.4984,1
6.766857,19.5399,1
3.868413,14.6796,1
6.547685,14.8375,1
3.530519,14.6805,1
-5.282645,17.4984,1
-4.411207,14.6989,1
7.562424,37.065,2
4.666667,14.8146,1
-4.336197,19.5399,1
-0.0,14.776,1
4.668752,15.0224,1
0.0,16.7654,1
8.721317,37.1059,2
-4.397472,19.5399,1
8.733333,36.75,2
-3.234153,16.7031,1
8.510094,19.3189,1
-4.635121,19.3189,1
0.0,14.5682,1
-4.389649,17.6119,1
-0.0,19.5399,1
2.641717,19.5399,1
1.728376,14.6805,1
0.0,14.8146,1
4.722727,17.7466,1
4.729413,14.776,1
4.99106,17.4984,1
3.376501,14.8383,1
8.733333,14.9731,1
-4.410545,14.6849,1
6.63283,14.8375,1
-4.392056,14.8434,1
-5.177616,19.5399,1
4.6687,14.6796,1
0.116722,14.6849,1
4.669085,17.6119,1
4.765516,17.7466,1
8.536434,37.8471,2
-0.0,19.3189,1
4.765725,18.0238,1
-0.0,14.5051,1
8.733333,17.2268,1
8.733333,36.9948,2
-4.411708,19.5399,1
3.5502,14.8434,1
4.666667,15.0367,1
4.666667,17.4984,1
8.6821,15.4959,1
-8.370873,16.8277,1
-0.9085,19.5399,1
-5.244402,14.5051,1
8.733333,14.8375,1
4.724795,18.0238,1
-0.0,14.5051,1
4.711523,30.8363,2
-0.0,15.0367,1
4.728601,14.8375,1
-0.0,15.0376,1
7.502121,19.3189,1
4.666667,14.8434,1
8.733333,14.5013,1
0.0,16.8277,1
-8.703394,19.3189,1
-4.870699,17.6119,1
-5.909374,14.5013,1
-0.0,14.776,1
4.67792,16.7654,1
4.773315,14.6989,1
8.531563,36.9948,2
4.624736,16.7654,1
8.554259,15.3569,1
8.504368,36.5884,2
8.733333,37.1541,2
-4.355487,15.0322,1
-8.654622,17.4984,1
5.815418,38.4708,2
-4.333333,14.6796,1
4.666667,19.3189,1
4.666667,14.5051,1
8.733333,14.8375,1
0.355215,14.8146,1
-0.0,14.8434,1
3.463936,15.0322,1
8.70998,17.4546,1
4.666667,14.5682,1
-0.0,15.0367,1
-4.734839,14.8375,1
4.666667,14.776,1
-4.417626,15.0376,1
-4.333333,14.5051,1
5.569639,33.2382,2
-4.397425,14.8146,1
4.685608,14.6805,1
3.233953,14.6796,1
2.776518,17.2268,1
8.701368,14.8146,1
4.793094,16.7031,1
5.140864,19.3189,1
3.627503,14.5013,1
4.685739,17.4984,1
-4.333333,15.0376,1
-0.137181,14.6989,1
2.448529,14.5051,1
-2.722935,19.3189,1
-4.359432,14.5013,1
8.733333,36.9708,2
4.706711,16.7031,1
8.733333,36.5884,2
1.937137,19.5399,1
8.52406,22.0725,1
4.787367,19.3189,1
8.733333,14.6805,1
6.758541,14.8434,1
4.842553,17.7466,1
-4.376861,17.4984,1
8.701973,14.6917,1
8.644059,36.9708,2
2.711346,14.8383,1
4.822126,21.839,1
-0.0,14.5682,1
8.733333,14.6917,1
8.521278,17.7466,1
-4.51537,14.5013,1
8.733333,65.7202,3
8.73061,37.7854,2
4.666667,17.6119,1
8.711285,14.8146,1
4.378422,16.7654,1
-4.336864,18.0238,1
-8.610538,14.6805,1
-0.0,19.3189,1
8.665712,19.5399,1
8.717783,36.9948,2
8.699782,17.4984,1
3.604117,14.5051,1
-0.0,14.6849,1
-8.68709,15.0367,1
-4.333526,16.8912,1
-4.945253,14.8146,1
4.980457,19.3189,1
4.666667,14.6849,1
-4.354355,15.0367,1
4.666667,14.6796,1
-4.743557,14.8383,1
-4.379355,17.7466,1
8.733333,37.7854,2
4.666667,14.6989,1
8.733333,16.7654,1
5.839837,38.5516,2
4.691179,15.0376,1
8.733333,17.4546,1
8.733333,16.0195,1
8.733333,14.8146,1
-5.332482,18.0238,1
8.733333,18.0238,1
4.018507,14.6917,1
8.733333,14.8434,1
4.666667,15.0322,1
4.666667,19.5399,1
8.733333,36.9708,2
-8.517411,36.8712,2
-0.0,16.7654,1
8.733333,14.8375,1
4.666667,14.8375,1
8.733333,15.0367,1
8.72059,37.8471,2
4.666667,17.4984,1
-4.419355,15.0376,1
2.493351,16.7654,1
-4.333333,18.0238,1
4.687919,14.8146,1
-0.0,14.5013,1
8.32336,19.7904,1
8.733333,14.4334,1
8.675775,14.5051,1
8.52315,17.7466,1
2.477236,14.6917,1
8.726127,14.6849,1
-0.0,17.4984,1
-8.54061,37.7854,2
-8.675631,19.5399,1
8.733333,37.444,2
-0.0,14.8375,1
8.684249,14.8375,1
-5.48848,17.7466,1
4.666667,19.3189,1
4.698563,17.4984,1
-4.333333,17.6119,1
4.674168,19.5399,1
4.755466,15.9238,1
0.0,18.2989,1
4.666667,14.6796,1
-4.355724,19.5399,1
0.0,14.6989,1
-4.368454,19.5399,1
-5.36467,14.8146,1
-4.353981,14.5051,1
-8.719999,14.8146,1
4.703766,14.8434,1
0.229323,15.0376,1
4.666667,16.8912,1
5.7485,17.2268,1
-0.0,18.0238,1
4.688367,14.5051,1
2.164438,14.6805,1
0.0,14.5051,1
3.75417,14.5051,1
8.733333,19.5399,1
8.733333,17.6119,1
-2.725191,14.8434,1
-4.367753,16.7031,1
4.666667,17.6119,1
-0.0,19.3189,1
-0.0,19.5399,1
-4.370196,15.3569,1
8.733333,37.8471,2
-4.333333,14.6805,1
-4.574291,19.3189,1
-5.302525,14.3459,1
0.0,16.8912,1
4.68104,17.7466,1
4.679965,14.6805,1
-8.732919,14.8146,1
8.733333,15.4106,1
4.730286,14.6989,1
8.723304,17.6119,1
-5.331537,14.6989,1
8.733333,14.7152,1
8.525178,37.3252,2
8.733333,37.7755,2
8.733333,16.8912,1
8.672293,19.5399,1
4.666667,14.6989,1
-4.346884,17.4984,1
-0.0,18.0238,1
-4.333378,19.5399,1
0.0,19.5399,1
8.733333,15.0322,1
-1.726339,14.8146,1
1.914841,19.3189,1
-0.016533,16.7654,1
4.669989,19.5399,1
4.730963,19.5399,1
-4.369151,19.5399,1
8.733333,14.8375,1
-0.0,14.6796,1
8.733333,36.5884,2
3.758899,15.0322,1
4.680585,15.0376,1
-8.727744,18.0238,1
-4.415785,14.8146,1
4.767856,19.5399,1
4.469741,21.839,1
8.733333,36.9901,2
0.0,14.5013,1
8.683822,14.6805,1
4.666667,14.6796,1
6.474937,14.6849,1
8.733333,37.9963,2
-2.707102,14.6796,1
4.740113,14.6849,1
4.477342,15.0322,1
8.526833,14.7257,1
8.420115,14.6917,1
-8.712847,14.6139,1
-4.347182,17.2268,1
4.741167,14.6796,1
-4.333333,14.6796,1
0.050657,18.0238,1
-0.0,19.3189,1
-4.345773,17.4984,1
-4.368112,18.0238,1
8.729049,14.6917,1
2.124804,14.8146,1
-0.0,16.7654,1
8.733333,14.8375,1
-4.333333,14.6805,1
8.686812,16.7654,1
8.728002,14.4334,1
0.865755,17.7466,1
-4.350447,14.6849,1
4.666667,22.0504,1
-0.653918,14.8434,1
-4.545721,14.8146,1
-4.370866,19.5399,1
8.727794,17.4546,1
-4.344304,17.4984,1
-4.397203,14.8146,1
-4.333333,14.8146,1
4.686532,19.3189,1
-8.706687,37.3405,2
8.733333,37.9963,2
-8.620025,37.7755,2
0.0,17.6119,1
-1.400579,14.8146,1
-0.0,14.5051,1
-4.413649,17.4984,1
8.703985,37.8471,2
4.568099,14.6989,1
2.077986,15.4895,1
-4.333333,16.8912,1
0.969989,14.9731,1
-4.361866,19.5399,1
4.666667,16.7654,1
8.553512,14.8146,1
2.300057,14.6849,1
-4.333333,14.6989,1
0.0,17.4984,1
8.605262,37.7854,2
8.733333,14.8434,1
2.491171,14.6849,1
-5.959927,14.8146,1
8.408434,14.8146,1
4.670098,18.0238,1
-1.802631,19.3189,1
7.957018,17.7466,1
-4.333333,19.5399,1
-4.453081,27.0453,2
4.786714,19.5399,1
4.667361,14.6989,1
4.666667,14.6805,1
4.550989,14.6989,1
6.497053,17.2268,1
6.095787,37.1307,2
1.109139,14.8146,1
4.528105,15.0376,1
4.666667,14.6917,1
0.0,14.8146,1
-4.416461,14.776,1
8.631082,14.5051,1
-0.0,17.4984,1
-0.0,14.8146,1
4.765016,15.0376,1
-4.338274,14.5013,1
-4.392208,14.726,1
-0.0,14.9731,1
4.666667,14.6989,1
8.733333,14.9731,1
8.146651,19.5399,1
4.732385,14.8375,1
0.0,17.4984,1
-4.333333,19.5399,1
0.0,16.7031,1
8.127806,17.4984,1
8.733333,14.4334,1
2.40472,14.6796,1
-4.333333,14.6989,1
7.646156,14.5013,1
-4.333333,14.5051,1
-4.352435,14.8434,1
4.71439,19.3189,1
-0.239211,14.6796,1
4.744092,18.0238,1
5.013091,18.0238,1
-0.0,14.8434,1
4.747962,14.8375,1
-4.3902,14.6989,1
8.730387,16.7654,1
8.706483,37.065,2
8.733333,19.5399,1
-4.353756,14.705,1
0.0,15.0376,1
4.792591,14.8146,1
5.204478,19.5399,1
4.223872,16.8912,1
7.357431,30.8623,2
4.783595,14.6849,1
-4.365975,19.3189,1
-4.333333,19.5399,1
8.553783,14.5013,1
-4.36572,14.8375,1
-0.0,15.0367,1
4.672955,14.8146,1
-4.385592,14.776,1
2.19341,14.8434,1
-0.0,14.6796,1
-4.336012,14.5051,1
5.988436,37.5289,2
-6.401118,35.371,2
1.770975,14.6805,1
-6.94631,37.9677,2
4.666667,16.8912,1
-4.333333,15.0376,1
3.729218,18.0238,1
-4.354487,14.705,1
-4.333333,26.1562,2
6.536246,17.4984,1
1.520522,17.4984,1
-0.0,15.0367,1
8.733333,38.6459,2
4.701628,15.0367,1
5.72369,16.7654,1
8.586521,19.3189,1
-0.0,14.6917,1
4.748515,15.0367,1
-4.333333,17.4984,1
8.733333,37.7531,2
-4.352803,14.6805,1
-5.934283,19.3189,1
7.70156,14.797,1
-0.0,19.3189,1
8.522393,19.3189,1
1.732333,14.8146,1
-4.516216,31.609,2
-4.339211,19.5399,1
1.172714,14.6989,1
1.734646,14.6917,1
-0.0,16.7654,1
2.445311,17.4984,1
0.0,14.6805,1
3.424902,14.6989,1
7.246051,37.8734,2
3.312771,17.7466,1
0.0,19.5399,1
-6.413038,14.5013,1
-4.397537,21.839,1
-4.333333,14.5051,1
-0.0,15.0376,1
4.748715,14.5013,1
4.313248,14.8146,1
4.666667,16.7654,1
-4.333333,14.8146,1
4.697466,14.5051,1
0.0,15.0376,1
-4.375013,15.0376,1
-4.855299,15.0376,1
-8.719323,17.4984,1
-4.402496,14.6796,1
-4.367807,14.8375,1
-1.000419,17.4984,1
2.497192,15.0367,1
-4.375153,18.0238,1
-4.406138,14.8146,1
8.733333,14.8146,1
6.241319,38.2268,2
-0.0,17.7466,1
-5.529458,14.8146,1
-4.37043,14.8146,1
-5.541857,32.1434,2
8.56748,34.2252,2
6.461681,38.1351,2
2.890267,23.1877,1
3.267867,19.3189,1
-4.397212,14.6796,1
4.683222,16.8277,1
8.733333,36.9948,2
-8.685885,16.7031,1
-8.400645,33.8916,2
4.787343,18.0238,1
-4.370065,18.0238,1
2.440458,19.5399,1
4.771552,14.6796,1
8.733333,37.4823,2
4.41325,16.7031,1
4.680631,19.3189,1
-4.336719,14.6989,1
4.833503,14.776,1
-4.827477,19.5399,1
5.227676,19.6258,1
8.733333,63.5687,3
-0.0,19.3189,1
5.225349,19.6258,2
-1.992931,17.2268,1
4.666667,14.5013,1
8.527379,36.8923,2
-0.0,14.6796,1
4.667459,17.2268,1
-1.464395,14.6796,1
4.6735,19.5399,1
4.721766,14.5051,1
1.644717,14.5051,1
3.132233,19.5399,1
8.703811,14.8146,1
1.538505,17.4984,1
2.772567,15.0322,1
-8.732816,14.6796,1
-6.914002,37.9677,2
-2.578202,16.8912,1
3.536937,17.4984,1
1.966277,19.5399,1
8.733333,16.8912,1
8.733333,17.4546,1
4.669593,19.3189,1
-8.469894,14.6796,1
8.527456,37.9963,2
5.263816,18.0238,1
8.712879,19.3189,1
4.808176,14.776,1
-4.333333,14.6989,1
5.072685,14.6989,1
-0.0,15.0376,1
-4.370531,15.0367,1
-4.405095,16.7654,1
8.733333,34.3594,2
-4.417021,22.0072,1
-4.339919,17.2268,1
4.775978,15.0224,1
8.733333,14.6805,1
4.402142,14.8434,1
3.909971,15.0367,1
-4.336424,14.5051,1
8.733333,18.0238,1
-0.0,14.8434,1
5.012096,17.7466,1
-4.336127,14.8146,1
8.733333,14.8146,1
5.25182,17.4984,1
-4.333333,17.7466,1
4.666667,19.5399,1
-0.410024,15.0376,1
-0.0,18.0238,1
-0.0,14.776,1
4.141303,14.6989,1
-4.518343,15.0322,1
-4.41054,15.0322,1
0.0,15.0322,1
8.733333,36.8712,2
4.743802,14.8434,1
8.666451,36.8712,2
-4.339888,16.7654,1
8.704175,23.4403,1
8.720471,14.5013,1
4.667303,14.6805,1
-0.0,14.776,1
0.0,14.8146,1
8.640976,37.1379,2
-4.385274,14.4334,1
-4.844642,14.6989,1
5.537291,15.2924,1
4.821195,34.2099,2
4.075697,19.3189,1
4.717357,14.6989,1
4.366065,16.7654,1
-0.0,14.5051,1
8.733333,37.0136,2
3.530669,14.8146,1
8.733333,36.9901,2
6.477214,14.8146,1
8.580285,19.5399,1
4.666667,15.0376,1
4.704716,14.6796,1
8.733333,36.9648,2
4.034701,14.5013,1
-4.825803,17.4984,1
8.733333,37.8471,2
4.696591,17.2268,1
4.720541,14.8434,1
8.733333,15.4895,1
-5.289372,15.0376,1
4.740817,14.6796,1
3.664319,14.6989,1
4.814975,31.7274,2
-4.334016,14.6849,1
-4.333333,14.6917,1
4.7248,31.7274,2
-4.35038,14.5051,1
7.920498,17.4984,1
-0.0,14.705,1
8.474022,14.6989,1
4.744627,14.5013,1
0.206518,14.8383,1
0.0,19.3189,1
8.733333,14.4334,1
-5.103789,19.3189,1
8.733333,14.8146,1
-4.379948,14.6989,1
-0.0,14.6849,1
-5.598802,15.3569,1
4.713074,14.8383,1
-5.050004,14.776,1
0.0,14.6805,1
7.685778,17.7466,1
4.691494,16.7654,1
4.220726,15.0376,1
4.82585,17.4984,1
4.690034,20.6136,1
-4.763828,14.6796,1
8.733333,17.4984,1
8.733333,14.6971,1
4.89471,14.6989,1
8.648543,37.8471,2
2.385467,15.3569,1
4.676866,14.6796,1
4.666667,34.3775,2
4.221456,14.8375,1
-3.297136,14.5013,1
-4.40392,14.8146,1
3.546065,14.8375,1
-4.384209,19.5399,1
8.733333,16.7654,1
8.733333,37.265,2
-4.540118,16.7654,1
-0.0,14.6989,1
0.0,14.5051,1
8.465988,37.8471,2
8.733333,16.7654,1
-8.705692,14.6989,1
8.733333,17.2268,1
-4.334843,14.8383,1
5.157134,14.4334,1
8.659327,14.8146,1
-0.0,17.4984,1
8.733333,19.3189,1
8.733333,14.5051,1
4.687889,14.4486,1
-4.33367,14.5051,1
-4.38164,16.8912,1
0.0,19.3189,1
-4.392198,17.6119,1
-8.682543,19.3189,1
4.675984,19.3189,1
8.733333,15.0367,1
4.717767,19.3189,1
4.749955,19.5399,1
8.733333,17.7466,1
8.733333,19.3189,1
4.927121,14.8375,1
8.642903,16.7654,1
8.498691,36.5884,2
4.668355,16.7654,1
-0.0,19.3189,1
0.0,14.5013,1
1.912321,17.6119,1
2.739495,15.0367,1
-0.0,14.8146,1
4.74739,16.7654,1
-0.0,17.4984,1
8.652341,37.0022,2
-0.0,14.6849,1
2.491958,19.5399,1
4.666667,16.7654,1
4.666667,14.8375,1
-4.347286,16.7654,1
7.381007,37.8635,2
8.733333,17.7466,1
-0.0,19.3189,1
8.733333,36.5884,2
-0.0,15.0376,1
8.733333,17.6119,1
4.671784,14.5051,1
-0.0,14.6805,1
-4.375305,14.776,1
0.0,14.8375,1
2.962356,14.8146,1
7.951461,36.9901,2
6.108344,17.4984,1
5.665673,14.5682,1
-4.333333,14.5013,1
8.719054,14.6989,1
8.733333,37.7755,2
8.543583,14.8146,1
-4.333333,14.705,1
4.844081,19.5399,1
3.639339,14.6989,1
6.058307,14.6796,1
-4.380484,14.8146,1
-3.228793,15.0322,1
4.849004,14.8146,1
4.666667,19.3189,1
4.684866,14.776,1
-5.317242,15.0376,1
-6.464396,38.1351,2
8.733333,16.8912,1
8.499737,37.8471,2
8.733333,36.9948,2
0.0,19.5399,1
-4.349403,17.6119,1
0.0,14.6805,1
4.666667,17.2268,1
-4.356087,15.0376,1
8.733333,16.7654,1
0.0,19.3189,1
0.0,19.5399,1
4.666667,14.5051,1
8.559485,14.5682,1
-0.846382,17.2268,1
-4.347683,17.4984,1
4.671281,14.6796,1
-5.01904,14.5051,1
4.666667,14.8434,1
8.733333,14.8375,1
0.454611,14.6796,1
-4.333333,15.0367,1
4.804996,14.6971,1
-8.654477,36.8643,2
4.666978,14.6917,1
2.314865,19.5399,1
8.716585,14.8375,1
8.510447,21.839,1
4.191141,14.8375,1
8.72743,43.6446,2
